run_id,timestamp,instance_id,subproblem,provider,strategy,k,temperature,raw_response,parsed_answer,error_type,feasible,optimality_gap,model_objective,gt_objective,feasibility_message,attempt_number,n_tool_calls,tool_calls,final_answer_used_tools,latency_ms,input_tokens,output_tokens,cost_usd,early_error_type
737ef49d-06f2-4658-8019-cabc75203c87,2026-05-22T21:10:01Z,markowitz_008,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.548824750196922, 0.11656409603488399, 0.11253659319868448, 0.002792837043361793, 3.521436951166136e-08, 8.14352772387422e-09, 0.001216675120847246, 6.402559848340145e-09, 0.05667231942352499, 0.16139267922131842]}","[0.548824750196922, 0.11656409603488399, 0.11253659319868448, 0.002792837043361793, 3.521436951166136e-08, 8.14352772387422e-09, 0.001216675120847246, 6.402559848340145e-09, 0.05667231942352499, 0.16139267922131842]",none,True,0.0,0.0040815587817196,0.0040815587817196,,1,0,[],False,17.0,0,0,0.0,
3137833c-3a3e-4d86-ad4d-ba97ca6a7483,2026-05-22T21:10:01Z,markowitz_010,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.24710231313030057, 0.1410210089538629, 0.03223770586247661, 0.010070441638307984, 0.06330701862928624, 0.04214956552554762, 0.09582613005124643, 0.06265459740368438, 0.22406365385330607, 0.08156756495198117]}","[0.24710231313030057, 0.1410210089538629, 0.03223770586247661, 0.010070441638307984, 0.06330701862928624, 0.04214956552554762, 0.09582613005124643, 0.06265459740368438, 0.22406365385330607, 0.08156756495198117]",none,True,0.0,0.0029407676389036,0.0029407676389036,,1,0,[],False,14.24,0,0,0.0,
d8d4ad09-b6b9-42a2-90a4-7f7289d291bc,2026-05-22T21:10:01Z,markowitz_014,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.30066649659297306, 0.014940684318367684, 1.5272074052224183e-08, 0.11012431290506577, 0.5392713080145126, 0.02473341612450624, 0.010263542808851792, 1.5225380753407006e-09, 2.2091157195201275e-07, 1.5295386424522836e-09]}","[0.30066649659297306, 0.014940684318367684, 1.5272074052224183e-08, 0.11012431290506577, 0.5392713080145126, 0.02473341612450624, 0.010263542808851792, 1.5225380753407006e-09, 2.2091157195201275e-07, 1.5295386424522836e-09]",none,True,0.0,0.0072959390638822,0.0072959390638822,,1,0,[],False,6.32,0,0,0.0,
c67c05f4-60cb-4fb1-bca1-12479eeec0c4,2026-05-22T21:10:01Z,markowitz_012,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.0486905403693089, 0.1380123455307669, 0.16223637885033543, 0.1634832566749914, 0.014458590163976805, 0.14027718147134977, 0.04899148613920659, 0.12702211958596357, 0.13872661143288134, 0.01810148978121922]}","[0.0486905403693089, 0.1380123455307669, 0.16223637885033543, 0.1634832566749914, 0.014458590163976805, 0.14027718147134977, 0.04899148613920659, 0.12702211958596357, 0.13872661143288134, 0.01810148978121922]",none,True,0.0,0.0015257304653511,0.0015257304653511,,1,0,[],False,14.44,0,0,0.0,
b764a759-ff5b-4ae2-a188-451c265476c6,2026-05-22T21:10:01Z,markowitz_013,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.05241668844222316, 0.24393985284449898, 0.03413259791423464, 0.02186094116677601, 0.24067019272414336, 0.05203218946524909, 0.1087293480713649, 0.04860955387916715, 0.13242095327729203, 0.06518768221505067]}","[0.05241668844222316, 0.24393985284449898, 0.03413259791423464, 0.02186094116677601, 0.24067019272414336, 0.05203218946524909, 0.1087293480713649, 0.04860955387916715, 0.13242095327729203, 0.06518768221505067]",none,True,0.0,0.0026776974034044,0.0026776974034044,,1,0,[],False,14.15,0,0,0.0,
d972e727-9699-4c9c-b664-c00dd3598474,2026-05-22T21:10:01Z,markowitz_015,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.1803327821204934, 0.027325907156527853, 0.06673326645859452, 0.03892708482589463, 0.10768405881260307, 0.08718655964071273, 0.10716453221782915, 0.11276414919370309, 0.20791937855371423, 0.06396228101992728]}","[0.1803327821204934, 0.027325907156527853, 0.06673326645859452, 0.03892708482589463, 0.10768405881260307, 0.08718655964071273, 0.10716453221782915, 0.11276414919370309, 0.20791937855371423, 0.06396228101992728]",none,True,0.0,0.0027245082539759,0.0027245082539759,,1,0,[],False,9.55,0,0,0.0,
e70b737f-15f8-4dab-94fe-4f7e4b4eb285,2026-05-22T21:10:01Z,markowitz_017,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [1.005738045692738e-08, 0.010140121938392727, 9.16590907235187e-09, 0.11234535818369781, 0.007564281677478458, 0.16520340122173513, 0.4544638106373376, 0.12177069568192157, 2.514845213073278e-07, 0.12851205995162587]}","[1.005738045692738e-08, 0.010140121938392727, 9.16590907235187e-09, 0.11234535818369781, 0.007564281677478458, 0.16520340122173513, 0.4544638106373376, 0.12177069568192157, 2.514845213073278e-07, 0.12851205995162587]",none,True,0.0,0.0067676942512551,0.0067676942512551,,1,0,[],False,8.92,0,0,0.0,
ac77f9f6-10d8-44fd-8a69-3c2a6875f461,2026-05-22T21:10:01Z,markowitz_020,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.07348439952548386, 0.059170483436577485, 0.648607250000753, 5.8769093176835904e-08, 0.08605019528615875, 6.029207172498194e-09, 0.13268731269275533, 7.735834767524789e-09, 1.1704687015289087e-09, 2.8535366773675425e-07]}","[0.07348439952548386, 0.059170483436577485, 0.648607250000753, 5.8769093176835904e-08, 0.08605019528615875, 6.029207172498194e-09, 0.13268731269275533, 7.735834767524789e-09, 1.1704687015289087e-09, 2.8535366773675425e-07]",none,True,0.0,0.0060438842237541,0.0060438842237541,,1,0,[],False,3.05,0,0,0.0,
1c0d4792-dcb1-4994-8e90-f495df378a17,2026-05-22T21:10:01Z,markowitz_018,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.012239940791139037, 0.0004375283611459229, 0.005938226484432952, 0.07716963083711782, 0.07078685497115186, 0.05646294694891086, 0.07264078160160374, 0.2370457681142185, 0.41713013026850326, 0.05014819162177609]}","[0.012239940791139037, 0.0004375283611459229, 0.005938226484432952, 0.07716963083711782, 0.07078685497115186, 0.05646294694891086, 0.07264078160160374, 0.2370457681142185, 0.41713013026850326, 0.05014819162177609]",none,True,0.0,0.0038029823347307,0.0038029823347307,,1,0,[],False,12.28,0,0,0.0,
e094eda4-8176-4171-a37b-ac16f69c4b86,2026-05-22T21:10:01Z,markowitz_016,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.06324824083521131, 0.18612450715131074, 3.140882521840068e-05, 0.19489597288981517, 0.03942480342098379, 0.031060312521039753, 0.19024193426386277, 0.01926473746404696, 0.07453309199006271, 0.20117499063844843]}","[0.06324824083521131, 0.18612450715131074, 3.140882521840068e-05, 0.19489597288981517, 0.03942480342098379, 0.031060312521039753, 0.19024193426386277, 0.01926473746404696, 0.07453309199006271, 0.20117499063844843]",none,True,0.0,0.0053740670544645,0.0053740670544645,,1,0,[],False,20.56,0,0,0.0,
34d3707b-cf64-45e6-8d78-6349df43ddd9,2026-05-22T21:10:01Z,markowitz_019,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.09128570659827158, 0.06218521746659664, 0.02459977194245256, 0.1049547610146777, 0.20366099411372454, 0.141764783481848, 0.11084087675556527, 0.13408253516033053, 0.04010027363887476, 0.08652507982765845]}","[0.09128570659827158, 0.06218521746659664, 0.02459977194245256, 0.1049547610146777, 0.20366099411372454, 0.141764783481848, 0.11084087675556527, 0.13408253516033053, 0.04010027363887476, 0.08652507982765845]",none,True,0.0,0.0035654846028769,0.0035654846028769,,1,0,[],False,15.13,0,0,0.0,
f5d76df0-c641-4f13-9984-3a40defc667d,2026-05-22T21:10:01Z,markowitz_022,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [2.6631686082061495e-09, 0.0569203265440396, 6.799467427003398e-10, 1.1456109808325612e-09, 0.5949381067606727, 1.3843082309918284e-08, 0.05683462971295671, 0.21715295758347478, 0.015622050753613516, 0.05853191031343409]}","[2.6631686082061495e-09, 0.0569203265440396, 6.799467427003398e-10, 1.1456109808325612e-09, 0.5949381067606727, 1.3843082309918284e-08, 0.05683462971295671, 0.21715295758347478, 0.015622050753613516, 0.05853191031343409]",none,True,0.0,0.0057987824154782,0.0057987824154782,,1,0,[],False,9.71,0,0,0.0,
d8aa0258-365c-472f-83fb-d8b836ea1dd7,2026-05-22T21:10:01Z,markowitz_021,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.043820432044521, 0.08250489288809641, 0.2184223913707508, 0.01815540455249873, 0.017771847582166347, 0.09482614517003772, 0.05841760993643377, 0.2442364924224081, 0.10251073495989094, 0.11933404907319618]}","[0.043820432044521, 0.08250489288809641, 0.2184223913707508, 0.01815540455249873, 0.017771847582166347, 0.09482614517003772, 0.05841760993643377, 0.2442364924224081, 0.10251073495989094, 0.11933404907319618]",none,True,0.0,0.0023774542631425,0.0023774542631425,,1,0,[],False,17.12,0,0,0.0,
8a3321be-f776-46fa-b54d-787f5d7cba95,2026-05-22T21:10:01Z,markowitz_024,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.07934336591419866, 0.061729950169353336, 0.13298076292878672, 0.1397975555299308, 0.07857962272045468, 0.0936131992232446, 0.04472813114961598, 0.08360105403965436, 0.22308389880082985, 0.06254245952393116]}","[0.07934336591419866, 0.061729950169353336, 0.13298076292878672, 0.1397975555299308, 0.07857962272045468, 0.0936131992232446, 0.04472813114961598, 0.08360105403965436, 0.22308389880082985, 0.06254245952393116]",none,True,0.0,0.0032377545375852,0.0032377545375852,,1,0,[],False,10.57,0,0,0.0,
92fd76c9-403d-4e04-91dd-dac4dded7d6b,2026-05-22T21:10:01Z,markowitz_023,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.0011754624956421106, 0.08695190251392808, 0.21371429541230935, 0.19356613004578835, 0.1458154195166133, 0.10981241770927076, 0.04773117115054957, 0.05648006244011358, 0.059950872475624715, 0.08480226624016028]}","[0.0011754624956421106, 0.08695190251392808, 0.21371429541230935, 0.19356613004578835, 0.1458154195166133, 0.10981241770927076, 0.04773117115054957, 0.05648006244011358, 0.059950872475624715, 0.08480226624016028]",none,True,0.0,0.0021584437861531,0.0021584437861531,,1,0,[],False,6.27,0,0,0.0,
4db1fc2a-b412-4565-9b1e-491c36b9a643,2026-05-22T21:10:01Z,markowitz_028,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.05756488602439315, 0.009297802834749515, 0.13986706247677566, 0.16141442764490907, 0.2878780879673237, 3.7360962660774274e-07, 0.051838498758365915, 1.3675890804396315e-07, 0.11643640670540376, 0.17570231721954443]}","[0.05756488602439315, 0.009297802834749515, 0.13986706247677566, 0.16141442764490907, 0.2878780879673237, 3.7360962660774274e-07, 0.051838498758365915, 1.3675890804396315e-07, 0.11643640670540376, 0.17570231721954443]",none,True,0.0,0.0065590097174656,0.0065590097174656,,1,0,[],False,3.57,0,0,0.0,
c504303e-3652-4ade-a220-6862bffac65c,2026-05-22T21:10:01Z,markowitz_026,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.06199584299491309, 0.20073183852728407, 0.00790976863024005, 0.02752508982986936, 0.14698893013607747, 0.2482363637817664, 0.00746602062536182, 0.1106557340907608, 0.10999019601671145, 0.07850021536701544]}","[0.06199584299491309, 0.20073183852728407, 0.00790976863024005, 0.02752508982986936, 0.14698893013607747, 0.2482363637817664, 0.00746602062536182, 0.1106557340907608, 0.10999019601671145, 0.07850021536701544]",none,True,0.0,0.0033908684626003,0.0033908684626003,,1,0,[],False,12.16,0,0,0.0,
8a5bdbd7-6ce6-4446-8a29-f12e0ddfb5a4,2026-05-22T21:10:01Z,markowitz_029,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.07713872917092103, 0.10874277444384882, 0.24615511526062472, 0.21072374227594481, 0.13818752457591063, 0.0029691800651081195, 0.0894160034913691, 0.038097474147228146, 0.07558018749767982, 0.012989269071364867]}","[0.07713872917092103, 0.10874277444384882, 0.24615511526062472, 0.21072374227594481, 0.13818752457591063, 0.0029691800651081195, 0.0894160034913691, 0.038097474147228146, 0.07558018749767982, 0.012989269071364867]",none,True,0.0,0.0029164470406808,0.0029164470406808,,1,0,[],False,9.36,0,0,0.0,
8f0b99b3-3e8a-45c9-8ef7-d576073c9684,2026-05-22T21:10:01Z,markowitz_025,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.07758994729149302, 0.06560149351922981, 0.011974222699761143, 0.034799114419381987, 0.1423232219774303, 0.16540493064737827, 0.49030500088515083, 0.011997054338261821, 4.9214276496840255e-06, 9.279426330201994e-08]}","[0.07758994729149302, 0.06560149351922981, 0.011974222699761143, 0.034799114419381987, 0.1423232219774303, 0.16540493064737827, 0.49030500088515083, 0.011997054338261821, 4.9214276496840255e-06, 9.279426330201994e-08]",none,True,0.0,0.0032445193494524,0.0032445193494524,,1,0,[],False,23.35,0,0,0.0,
673a8b9e-0221-4271-897c-2de8bfaf9482,2026-05-22T21:10:01Z,markowitz_027,markowitz,deterministic_opt,reference,0,0.0,"{""weights"": [0.057183528111489454, 0.22857025000084766, 0.2539593740086197, 1.277606000109123e-09, 0.1725291333161724, 0.0591147485690804, 0.0068475883252048005, 1.4984485167913579e-09, 0.2217953742295627, 6.629683564413108e-10]}","[0.057183528111489454, 0.22857025000084766, 0.2539593740086197, 1.277606000109123e-09, 0.1725291333161724, 0.0591147485690804, 0.0068475883252048005, 1.4984485167913579e-09, 0.2217953742295627, 6.629683564413108e-10]",none,True,0.0,0.004946351064779,0.004946351064779,,1,0,[],False,17.19,0,0,0.0,
0457c2e7-c356-481d-8579-e4de3f144bf0,2026-05-22T21:10:02Z,tsp_tw_000,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 10, 11, 5, 3, 1, 8, 7, 2, 4, 6, 9, 0]}","[0, 10, 11, 5, 3, 1, 8, 7, 2, 4, 6, 9, 0]",none,True,0.0,115.0,115.0,,1,0,[],False,188.06,0,0,0.0,
7b0c3226-a46c-4519-8aaa-26418d0c2074,2026-05-22T21:10:02Z,tsp_tw_003,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 8, 9, 7, 4, 11, 2, 3, 5, 6, 10, 1, 0]}","[0, 8, 9, 7, 4, 11, 2, 3, 5, 6, 10, 1, 0]",none,True,0.0,114.0,114.0,,1,0,[],False,190.72,0,0,0.0,
ee2a69f4-70aa-42c6-af64-67bf01c04aa5,2026-05-22T21:10:02Z,tsp_tw_001,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 11, 9, 7, 5, 3, 1, 4, 6, 10, 8, 2, 0]}","[0, 11, 9, 7, 5, 3, 1, 4, 6, 10, 8, 2, 0]",none,True,0.0,116.0,116.0,,1,0,[],False,229.99,0,0,0.0,
fdd8ed45-7685-4fd6-95b2-b91b984a8e3d,2026-05-22T21:10:02Z,tsp_tw_002,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 6, 3, 11, 5, 7, 4, 1, 2, 8, 9, 10, 0]}","[0, 6, 3, 11, 5, 7, 4, 1, 2, 8, 9, 10, 0]",none,True,0.0,116.0,116.0,,1,0,[],False,244.35,0,0,0.0,
ca88aee1-01e8-45c9-822a-37f6de510a6d,2026-05-22T21:10:02Z,tsp_tw_004,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 2, 1, 10, 8, 3, 5, 7, 6, 9, 4, 11, 0]}","[0, 2, 1, 10, 8, 3, 5, 7, 6, 9, 4, 11, 0]",none,True,0.0,113.0,113.0,,1,0,[],False,211.75,0,0,0.0,
0c834d62-b38b-48ec-8669-1368bc563ee2,2026-05-22T21:10:02Z,tsp_tw_006,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 9, 6, 5, 4, 1, 10, 8, 7, 11, 2, 3, 0]}","[0, 9, 6, 5, 4, 1, 10, 8, 7, 11, 2, 3, 0]",none,True,0.0,114.0,114.0,,1,0,[],False,227.22,0,0,0.0,
973117a1-3997-483f-adbb-3ffc43ac6dc4,2026-05-22T21:10:02Z,tsp_tw_005,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 7, 9, 6, 2, 11, 8, 1, 5, 3, 10, 4, 0]}","[0, 7, 9, 6, 2, 11, 8, 1, 5, 3, 10, 4, 0]",none,True,0.0,116.0,116.0,,1,0,[],False,327.77,0,0,0.0,
6a8c6cc4-c6a5-4575-8905-aac80a0486eb,2026-05-22T21:10:02Z,tsp_tw_008,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 8, 7, 2, 3, 4, 9, 5, 6, 10, 11, 1, 0]}","[0, 8, 7, 2, 3, 4, 9, 5, 6, 10, 11, 1, 0]",none,True,0.0,115.0,115.0,,1,0,[],False,212.46,0,0,0.0,
ebfd36aa-c76f-4334-8db5-9fb35a14eb07,2026-05-22T21:10:02Z,tsp_tw_009,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 5, 10, 6, 9, 3, 4, 1, 7, 2, 8, 11, 0]}","[0, 5, 10, 6, 9, 3, 4, 1, 7, 2, 8, 11, 0]",none,True,0.0,114.0,114.0,,1,0,[],False,188.43,0,0,0.0,
ecbcd372-bb12-4bf3-aa10-6418ba02822d,2026-05-22T21:10:02Z,tsp_tw_010,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 10, 4, 11, 6, 1, 8, 2, 5, 3, 9, 7, 0]}","[0, 10, 4, 11, 6, 1, 8, 2, 5, 3, 9, 7, 0]",none,True,0.0,116.0,116.0,,1,0,[],False,241.61,0,0,0.0,
e5a92881-7663-4314-a97f-9906e62eefd2,2026-05-22T21:10:02Z,tsp_tw_011,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 10, 11, 3, 8, 6, 5, 9, 4, 2, 7, 1, 0]}","[0, 10, 11, 3, 8, 6, 5, 9, 4, 2, 7, 1, 0]",none,True,0.0,114.0,114.0,,1,0,[],False,173.38,0,0,0.0,
554f2355-abd0-4286-b112-2e49b2f01af7,2026-05-22T21:10:02Z,tsp_tw_007,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 6, 2, 1, 3, 7, 9, 10, 8, 11, 4, 5, 0]}","[0, 6, 2, 1, 3, 7, 9, 10, 8, 11, 4, 5, 0]",none,True,0.0,115.0,115.0,,1,0,[],False,552.78,0,0,0.0,
f34e6d78-643e-4ed8-9498-fd9146425690,2026-05-22T21:10:02Z,tsp_tw_012,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 11, 6, 4, 9, 8, 3, 5, 1, 7, 10, 2, 0]}","[0, 11, 6, 4, 9, 8, 3, 5, 1, 7, 10, 2, 0]",none,True,0.0,115.0,115.0,,1,0,[],False,170.15,0,0,0.0,
bcca37f4-4010-4897-a743-3b1179e31427,2026-05-22T21:10:02Z,tsp_tw_014,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 4, 11, 10, 2, 9, 3, 7, 1, 8, 5, 6, 0]}","[0, 4, 11, 10, 2, 9, 3, 7, 1, 8, 5, 6, 0]",none,True,0.0,116.0,116.0,,1,0,[],False,157.8,0,0,0.0,
d0c5e30f-1771-401d-a927-0bcdc0ec3654,2026-05-22T21:10:02Z,tsp_tw_016,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 4, 8, 5, 10, 9, 6, 3, 11, 2, 7, 1, 0]}","[0, 4, 8, 5, 10, 9, 6, 3, 11, 2, 7, 1, 0]",none,True,0.0,115.0,115.0,,1,0,[],False,193.94,0,0,0.0,
53f96bbc-812a-4643-8e75-8f9d9171c30c,2026-05-22T21:10:02Z,tsp_tw_013,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 10, 7, 4, 5, 1, 9, 11, 8, 6, 3, 2, 0]}","[0, 10, 7, 4, 5, 1, 9, 11, 8, 6, 3, 2, 0]",none,True,0.0,116.0,116.0,,1,0,[],False,252.7,0,0,0.0,
b8a605ae-20a8-4c40-bde7-1309df083665,2026-05-22T21:10:03Z,tsp_tw_015,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 7, 8, 4, 6, 9, 1, 10, 11, 3, 2, 5, 0]}","[0, 7, 8, 4, 6, 9, 1, 10, 11, 3, 2, 5, 0]",none,True,0.0,116.0,116.0,,1,0,[],False,453.18,0,0,0.0,
75083093-221d-4d3c-9f23-0ed261762935,2026-05-22T21:10:03Z,tsp_tw_017,tsp_tw,deterministic_opt,reference,0,0.0,"{""tour"": [0, 7, 1, 10, 8, 2, 11, 4, 5, 3, 6, 9, 0]}","[0, 7, 1, 10, 8, 2, 11, 4, 5, 3, 6, 9, 0]",none,True,0.0,113.0,113.0,,1,0,[],False,385.86,0,0,0.0,
